ExplainedVarNew,_min_act,ExplainedVarOld,_max_discrew,_min_adv,_min_discrew,KL,Steps,_Episode,_MeanReward,_mean_discrew,PolicyEntropy,_lr_multiplier,_mean_obs,_max_adv,_min_obs,_max_obs,ValFuncLoss,_max_act,Beta,_std_obs,_mean_act,_std_act,_mean_adv,PolicyLoss,_std_discrew,_std_adv
0.0937426195357,-1.9209,-0.0500716815717,-0.0144999298125,-2.05012295195,-5.92906589082,0.00303554,1600,8,-1239.93871059,-2.27339388609,0.922959,1.0,0.0580966210675,2.46318475903,-0.801364233861,1.00449138531,1.55405702425,1.85258,1.0,0.0936416913923,-0.0568279,0.391203,8.881784197e-17,-0.00232535,1.7138323185,0.999995523693
0.222970065505,-2.53642,0.0576596243492,-0.00729911299345,-1.2440272498,-5.54321217055,0.000692029,1600,16,-1318.76217679,-2.39915868485,0.927675,1.0,0.026103239181,3.19136383954,-0.75244406574,0.767129122657,1.45316975799,2.32071,0.666666666667,0.0646589906806,0.0356726,0.397753,-1.7763568394e-17,-0.000719202,1.866582649,0.99999771215
0.849406443311,-2.03875,0.193419409544,-0.00907880122727,-1.29815758444,-5.66621744993,0.00432228,1600,24,-1250.14806753,-2.3478251883,0.932874,1.0,0.00437976017986,3.81565985176,-0.784870569115,0.711607871047,0.282537928358,2.10736,0.666666666667,0.0824147075403,-0.054333,0.405935,-8.881784197e-18,-0.00390393,1.67255852595,0.999997313562
0.925372783,-2.10882,0.842409697952,-0.0104601237193,-2.3104788789,-5.34494486426,0.00165513,1600,32,-1317.30227666,-2.41841482386,0.937058,1.0,0.0181314239874,3.1554894992,-0.696777056415,0.779734671695,0.122995129601,2.34153,0.666666666667,0.059529067034,0.108682,0.408231,-8.881784197e-18,-0.00086386,1.64745357237,0.999993874632
0.933977031168,-2.50212,0.905272338807,-0.000388647509245,-2.87159112973,-5.17647223257,0.00859087,1600,40,-1223.8697903,-2.18122557807,0.937534,1.0,0.0319538992168,2.78984361877,-0.71509519827,0.785206399066,0.109034584138,2.10701,1.0,0.07800680499,0.0285369,0.438514,2.6645352591e-17,-0.00482273,1.64474836057,0.999991945559
0.945811137896,-2.5282,0.884351621923,-0.00365917466433,-1.72439391404,-3.68593346226,0.00122265,1600,48,-1072.43796825,-2.0483573763,0.93582,1.0,0.0802537958358,3.8178473992,-0.699880852877,0.779338394393,0.0627153660823,2.14964,0.666666666667,0.107649212382,-0.0696469,0.465751,-4.21884749358e-17,-0.00130381,1.02221972752,0.999991295567
0.970964230753,-1.8725,0.933780072213,-0.00169359698216,-1.96319718842,-3.95403970793,0.00928765,1600,56,-1085.61731019,-2.03881280454,0.93785,1.0,0.111018018917,3.28121978672,-0.632972171692,0.722723932115,0.0309554719745,2.3748,1.0,0.092060629962,0.125226,0.463155,-4.4408920985e-17,-0.00525263,1.05633299005,0.99998866107
0.93570336346,-2.33498,0.873124107332,-0.00557013103496,-2.26920753119,-5.83091325618,0.000352864,1600,64,-1388.41271706,-2.53176402823,0.939937,1.0,0.0154279024717,2.78000231413,-0.617486182988,0.665869562329,0.12990271542,2.67821,0.666666666667,0.0521272775854,0.160658,0.39534,1.7763568394e-17,-0.00101612,1.99408504568,0.999991927696
0.962439176746,-1.84237,0.94130509654,-0.00350037880427,-3.87850197872,-5.81661669669,0.00218227,1600,72,-1192.52889354,-2.20674409527,0.943417,1.0,0.0609605136726,2.76775501093,-0.636386336356,0.669566433825,0.0564613371175,2.59055,0.666666666667,0.0765489386942,0.0992791,0.428952,1.7763568394e-17,-0.00113998,1.46367635333,0.999989573496
0.945732850807,-1.87562,0.932902611021,-0.00312790775943,-4.02511240586,-4.09494515219,0.00213097,1600,80,-1029.80712394,-1.91457012036,0.947086,1.0,0.0476406494452,3.0717458837,-0.637625390172,0.653655859149,0.0508071396991,2.40532,0.666666666667,0.0811332427791,-0.000166247,0.411742,-1.7763568394e-17,-0.00113098,0.922811827191,0.99998808335
0.975184929812,-2.553,0.967572858016,-0.00232964176697,-3.78381217261,-5.4752364299,0.00438285,1600,88,-1126.49654733,-2.03756506116,0.951558,1.0,0.0388079100552,2.84693558763,-0.623791466432,0.64825483357,0.0337592835922,2.18099,0.666666666667,0.070958478617,0.034836,0.427766,-5.3290705182e-17,-0.00278957,1.34269428888,0.999986891873
0.981024191572,-2.12726,0.97382871368,-3.58144141247e-05,-3.04637111882,-4.99950968345,0.00457169,1600,96,-1143.01310256,-2.04905692145,0.954948,1.0,0.039925200193,3.55529064863,-0.625668179877,0.646663929474,0.0267548661214,2.15211,0.666666666667,0.0678912697634,0.0982776,0.411174,-8.881784197e-18,-0.00364524,1.40905848016,0.999985167267
