_max_adv,_min_discrew,_max_discrew,_min_obs,_std_act,_min_act,_max_act,_mean_adv,_mean_act,_std_discrew,_MeanReward,ExplainedVarOld,Steps,_lr_multiplier,ExplainedVarNew,PolicyLoss,_Episode,_mean_obs,Beta,ValFuncLoss,KL,_mean_discrew,_std_adv,PolicyEntropy,_min_adv,_max_obs,_std_obs
13.968501480661322,0.0060576097732388118,2.8902806160730696,-3.2699309493822333,0.365876,-2.58006,3.02623,-7.2402956091438784e-16,-0.00018232,0.13848178565841576,1385.823571747391,0.0,20020,1.0,0.0,-0.000600997,20,1.9325093559186264,0.66666666666666663,0.15631924828189914,0.000370264,1.1154938359702196,0.99997592904139787,5.49497,-3.174117220764952,49.999999999999297,16.118201745861139
7.2804757763608956,0.0047988528466830624,3.1839907330043529,-2.9452801790246594,0.367074,-2.83052,2.50346,-1.1357326445715887e-17,-0.000741781,0.16281837755947778,1405.4471969491947,-4.4408920985006262e-16,20020,1.0,0.0,-0.000290376,40,1.9185892709477919,0.44444444444444442,0.16330002909175109,0.000255823,1.1514431352320469,0.99998815520308815,5.51179,-6.0653681690007959,49.999999999999297,16.126759404947759
4.9619807142589112,0.0055012240553182976,2.5468153479558233,-2.4358946852775909,0.368716,-2.74921,2.50775,-1.206715934857313e-17,0.00101001,0.13720043304498183,1368.095277134312,0.0,20020,1.0,0.0,-0.000410786,60,1.9384147713768058,0.29629629629629628,0.13758069995324385,0.000201464,1.113433898353561,0.99998843990810238,5.49859,-6.5206092852859587,49.999999999999297,16.129006905745225
7.1483828783282721,0.0052781335025295553,3.4585506168397293,-2.9884906912803286,0.367048,-3.06109,2.70343,-5.6786632228579435e-18,0.00245083,0.15374897598987272,1419.1065406769737,0.0,20020,1.0,0.0,-0.000558448,80,1.9272701240087762,0.19753086419753085,0.15395912564730951,0.000478268,1.1396465047849342,0.99998923103830561,5.49522,-6.1342988118174944,49.999999999999297,16.121305909090726
7.6526181195757372,0.0046748918563837595,3.3927766195829667,-3.0961153916087931,0.368755,-2.7176,2.66163,9.9376606400014012e-18,-0.000764916,0.18300158231633679,1481.4882227618807,0.0,20020,1.0,-2.2204460492503131e-16,-0.00108718,100,1.9063724879496844,0.13168724279835389,0.18377983771503933,0.000916719,1.1927248144501823,0.99998935257410937,5.54553,-6.1097468503489472,49.999999999999297,16.11584074753101
2.0016730315661908,0.0059016158550024948,1.8885244131056138,-3.1829273789394552,0.371933,-2.68643,2.68894,8.5179948342869153e-18,0.00355972,0.12881857829293641,1369.1557439447718,2.2204460492503131e-16,20020,1.0,2.2204460492503131e-16,-0.000682534,120,1.9238361316699146,0.0877914951989026,0.12948711936018506,0.000453472,1.1370990038012505,0.99998828961340225,5.52118,-6.7692416489951528,49.999999999999297,16.122228739239461
3.0562917421721525,0.0048152125210849973,2.5266384941863853,-2.9658848749790834,0.371501,-2.6131,2.75523,-8.5179948342869153e-18,-0.00150929,0.16634366976556286,1445.6933177678391,0.0,20020,1.0,0.0,-0.000663202,140,1.9153173034276569,0.058527663465935069,0.16651047267891425,0.000393629,1.1746540927488618,0.99998894489333501,5.5162,-6.4662686590289908,49.999999999999297,16.11222128759691
4.6781352801444971,0.0048009727900708054,3.05472628682082,-3.1993517838937575,0.370158,-2.61059,2.78212,2.2714652891431774e-17,0.00232232,0.19152235794999056,1504.5124797207654,0.0,20020,1.0,0.0,-0.000876746,160,1.92336023462706,0.039018442310623382,0.19163932898522598,0.000542641,1.1925308032806377,0.99998979226666729,5.51647,-6.0120489303379836,49.999999999999297,16.130775960494049
6.611213553547624,0.0057799543148122834,3.3729912481973456,-3.0267326757925126,0.365917,-2.83853,2.82212,-1.4196658057144859e-18,0.00227057,0.15989035402383417,1452.771981460148,0.0,20020,1.0,0.0,-0.000580773,180,1.9255682105312686,0.026012294873748922,0.15991143017315093,0.000344038,1.1752270382146117,0.99998935742743644,5.50984,-6.2935772993346486,49.999999999999297,16.116029557699118
6.6100621017321428,0.0055966972054273039,3.3764289012285782,-3.2010377868514306,0.368348,-2.47741,3.16759,1.1357326445715887e-17,0.000607794,0.19100033667247898,1497.512708321538,0.0,20020,1.0,0.0,-0.00057064,200,1.9275119169972648,0.017341529915832616,0.19113721983775919,0.000543356,1.2184362725505409,0.99998978615540079,5.48684,-6.092997763599814,49.999999999999297,16.119363966892543
5.2703379456408701,0.005842873845406416,2.7030358195608564,-2.9222552000524931,0.366128,-2.53354,2.71621,8.5179948342869153e-18,0.0014201,0.15544569139094205,1480.7183991817094,0.0,20020,1.0,0.0,-0.000641891,220,1.9280668063293349,0.011561019943888411,0.15548020064424586,0.000439167,1.2184044746020608,0.99998907467503839,5.48182,-6.6090768485083649,49.999999999999297,16.11911403182609
6.6490705571073034,0.0057138065030308896,3.0407538680834172,-3.0830478399647383,0.364394,-2.55105,2.77272,-1.4196658057144859e-17,0.00274514,0.18208729348318714,1506.7776439508762,0.0,20020,1.0,0.0,-0.000461668,240,1.9274372587784505,0.0077073466292589404,0.18242715749185695,0.000388622,1.2461988153460226,0.99998956128180982,5.48032,-6.3694349838878805,49.999999999999297,16.116976357273128
6.7890358586176625,0.0063701406258598508,3.3293984943196526,-3.2865050421621582,0.364651,-2.71618,2.57595,0.0,0.00226124,0.16285988033807,1529.8728460541256,0.0,20020,1.0,0.0,-0.000360563,260,1.902677997353053,0.0051382310861726272,0.16286010796742481,0.000253916,1.2550924720349694,0.99998941112450135,5.48953,-6.5356595826074768,49.999999999999297,16.119879835493794
4.2008529110844908,0.0056746007552822423,2.6388835055244795,-2.8659945453953592,0.368468,-2.69672,2.53745,-9.9376606400014012e-18,-0.000355454,0.16925931505707492,1488.2124666686595,0.0,20020,1.0,0.0,-0.000354204,280,1.9469311410042005,0.0034254873907817516,0.16992565891579345,0.000311136,1.2175703665704436,0.99998949685717498,5.51177,-6.5575576335164811,49.999999999999297,16.118362715962782
3.4571919925392738,0.0058385631874620933,2.4169899359457796,-3.1735379681241001,0.36884,-2.75018,2.89988,5.6786632228579435e-18,-0.00217337,0.15719574147095355,1489.9662937565668,0.0,20020,1.0,0.0,-0.000406481,300,1.9212439455903894,0.0022836582605211676,0.15723327634748926,0.000336409,1.2329066283058019,0.99998921753633596,5.52225,-6.6860014274619957,49.999999999999297,16.126605473215811
3.6342401814813035,0.0055340001527256627,2.5431902916982887,-3.0372668751129841,0.368003,-2.5503,3.18526,-1.4196658057144859e-17,-3.96565e-05,0.15851354426745728,1509.3258575548848,0.0,20020,1.0,0.0,-0.00083152,320,1.9095733423814056,0.0015224388403474451,0.1586985718330878,0.0005126,1.246484625870677,0.99998912991627831,5.52524,-6.6947343557008256,49.999999999999297,16.115194720473532
4.6554204534018329,0.0061057828309301057,3.2582621525418785,-2.9351057191037828,0.371425,-3.34245,3.1328,-8.5179948342869153e-18,0.000537162,0.18320915152685302,1545.8816669720295,0.0,20020,1.0,0.0,-0.000499387,340,1.9090091422866975,0.0010149592268982968,0.18360107404764697,0.000386953,1.2760800779461652,0.99998962291623905,5.5157,-6.4512775778497078,49.999999999999297,16.12313578243014
4.8231668693931882,0.0057742304695371192,2.7672061827986552,-2.9537463531372321,0.369843,-2.84219,2.7108,1.5616323862859345e-17,0.00146056,0.17255002904221706,1546.3367828337098,0.0,20020,1.0,0.0,-0.000438088,360,1.9325694264219919,0.00067663948459886455,0.17255312347557902,0.000236988,1.2774856569348487,0.99998961197568748,5.49469,-6.5514154335041592,49.999999999999297,16.128424988554695
6.1078919319210678,0.0064628982869466617,3.4346934958949031,-3.2367721456998795,0.367849,-2.63566,2.76398,5.6786632228579435e-18,0.00205827,0.19286973357557516,1571.0678821677125,0.0,20020,1.0,0.0,-0.000329597,380,1.9183160696117258,0.00045109298973257638,0.19287064250932032,0.000212193,1.272414270938178,0.99999025252020146,5.47742,-6.2268583345913333,49.999999999999297,16.12581264150927
4.7668228094123153,0.0057617854122436413,3.3586430261163915,-3.2907017808435257,0.36407,-2.54596,2.58742,1.9875321280002802e-17,0.00177879,0.22330465606192765,1657.5045013302563,0.0,20020,1.0,0.0,-0.000621881,400,1.9271449173739761,0.00030072865982171761,0.22388834883700201,0.000281572,1.3298067501536293,0.9999904145759716,5.44117,-6.1933623344199562,49.999999999999297,16.117979630236334
3.165284129713819,0.005569728782528924,2.6773977909053586,-2.2560958352496256,0.358876,-2.55327,2.57587,7.0983290285724294e-18,-0.00023492,0.19565656919185931,1611.8604532441987,0.0,20020,1.0,0.0,-0.000792935,420,1.9256024159865222,0.0002004857732144784,0.19568509350362237,0.000375986,1.3332861651356958,0.99999000143932459,5.44722,-6.5649099889927971,49.999999999999297,16.119397344404494
7.0382310571409379,0.0058084192724423443,3.7044175415122882,-3.1111300332865595,0.364481,-2.58415,2.84421,7.8081619314296724e-18,0.00346541,0.21962887692408961,1679.0429394076432,0.0,20020,1.0,0.0,-0.000357436,440,1.9161209474904477,0.00013365718214298559,0.21962892685783444,0.000146389,1.3462786086296812,0.99999075960701445,5.43329,-6.2288921808923625,49.999999999999297,16.113768842727271
4.83904516293833,0.006182419841392563,3.0121424399505616,-2.8414899056032064,0.361761,-2.81371,2.50514,1.1357326445715887e-17,0.0011987,0.18756840543544956,1638.7581988133643,0.0,20020,1.0,0.0,-0.000710597,460,1.9183535170944068,8.9104788095323721e-05,0.187569817478141,0.00049448,1.3482583919489386,0.99999023860416969,5.4136,-6.5780186885665763,49.999999999999297,16.113678909308433
